timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1671080610773,2839,Index,200,OK,Thread Group 1-47,text,true,,3867,292,500,500,https://reservasmedicas-production.up.railway.app/,134,0,0
1671080610773,134,Index-0,301,Moved Permanently,Thread Group 1-47,,true,,167,146,500,500,http://reservasmedicas-production.up.railway.app/,134,0,0
1671080610907,2705,Index-1,200,OK,Thread Group 1-47,text,true,,3700,146,500,500,https://reservasmedicas-production.up.railway.app/,136,0,0
1671080610777,2838,Index,200,OK,Thread Group 1-198,text,true,,3867,292,500,500,https://reservasmedicas-production.up.railway.app/,134,0,0
1671080610777,134,Index-0,301,Moved Permanently,Thread Group 1-198,,true,,167,146,500,500,http://reservasmedicas-production.up.railway.app/,134,0,0
1671080610911,2704,Index-1,200,OK,Thread Group 1-198,text,true,,3700,146,500,500,https://reservasmedicas-production.up.railway.app/,137,0,0
1671080610783,2841,Index Post,200,OK,Thread Group 1-307,text,true,,4433,428,500,500,https://reservasmedicas-production.up.railway.app/signin,134,0,0
1671080610783,134,Index Post-0,301,Moved Permanently,Thread Group 1-307,,true,,192,276,500,500,http://reservasmedicas-production.up.railway.app/signin,134,0,0
1671080610917,2707,Index Post-1,200,OK,Thread Group 1-307,text,true,,4241,152,500,500,https://reservasmedicas-production.up.railway.app/signin,137,0,0
1671080610789,2838,Index Post,200,OK,Thread Group 1-250,text,true,,4439,428,500,500,https://reservasmedicas-production.up.railway.app/signin,136,0,0
1671080610789,136,Index Post-0,301,Moved Permanently,Thread Group 1-250,,true,,192,276,500,500,http://reservasmedicas-production.up.railway.app/signin,136,0,0
1671080610925,2702,Index Post-1,200,OK,Thread Group 1-250,text,true,,4247,152,500,500,https://reservasmedicas-production.up.railway.app/signin,137,0,0
1671080610795,2838,Index,200,OK,Thread Group 1-113,text,true,,3850,292,500,500,https://reservasmedicas-production.up.railway.app/,133,0,0
1671080610795,133,Index-0,301,Moved Permanently,Thread Group 1-113,,true,,167,146,500,500,http://reservasmedicas-production.up.railway.app/,133,0,0
1671080610928,2705,Index-1,200,OK,Thread Group 1-113,text,true,,3683,146,500,500,https://reservasmedicas-production.up.railway.app/,138,0,0
1671080610799,2838,Index,200,OK,Thread Group 1-256,text,true,,3850,292,500,500,https://reservasmedicas-production.up.railway.app/,133,0,0
1671080610799,133,Index-0,301,Moved Permanently,Thread Group 1-256,,true,,167,146,500,500,http://reservasmedicas-production.up.railway.app/,133,0,0
1671080610932,2705,Index-1,200,OK,Thread Group 1-256,text,true,,3683,146,500,500,https://reservasmedicas-production.up.railway.app/,136,0,0
1671080610805,2838,Index Post,200,OK,Thread Group 1-135,text,true,,4435,428,500,500,https://reservasmedicas-production.up.railway.app/signin,135,0,0
1671080610805,135,Index Post-0,301,Moved Permanently,Thread Group 1-135,,true,,192,276,500,500,http://reservasmedicas-production.up.railway.app/signin,135,0,0
1671080610940,2703,Index Post-1,200,OK,Thread Group 1-135,text,true,,4243,152,500,500,https://reservasmedicas-production.up.railway.app/signin,139,0,0
1671080610810,2838,Index Post,200,OK,Thread Group 1-218,text,true,,4414,428,500,500,https://reservasmedicas-production.up.railway.app/signin,135,0,0
1671080610810,135,Index Post-0,301,Moved Permanently,Thread Group 1-218,,true,,192,276,500,500,http://reservasmedicas-production.up.railway.app/signin,135,0,0
1671080610945,2703,Index Post-1,200,OK,Thread Group 1-218,text,true,,4222,152,500,500,https://reservasmedicas-production.up.railway.app/signin,138,0,0
1671080610815,2839,Index Post,200,OK,Thread Group 1-326,text,true,,4435,428,500,500,https://reservasmedicas-production.up.railway.app/signin,136,0,0
1671080610815,136,Index Post-0,301,Moved Permanently,Thread Group 1-326,,true,,192,276,500,500,http://reservasmedicas-production.up.railway.app/signin,136,0,0
